state,district,category,type,date,crimes
Kedah,Kota Setar,assault,all,2018-01-01,196
Kedah,Kota Setar,assault,all,2019-01-01,181
Kedah,Kota Setar,assault,all,2020-01-01,130
Kedah,Kota Setar,assault,all,2021-01-01,175
Kedah,Kota Setar,assault,all,2022-01-01,215
Kedah,Kota Setar,assault,causing_injury,2016-01-01,94
Kedah,Kota Setar,assault,causing_injury,2017-01-01,68
Kedah,Kota Setar,assault,causing_injury,2018-01-01,64
Kedah,Kota Setar,assault,causing_injury,2019-01-01,70
Kedah,Kota Setar,assault,causing_injury,2020-01-01,62
Kedah,Kota Setar,assault,causing_injury,2021-01-01,66
Kedah,Kota Setar,assault,causing_injury,2022-01-01,78
Kedah,Kota Setar,assault,murder,2016-01-01,2
Kedah,Kota Setar,assault,murder,2017-01-01,3
Kedah,Kota Setar,assault,murder,2018-01-01,1
Kedah,Kota Setar,assault,murder,2019-01-01,2
Kedah,Kota Setar,assault,murder,2020-01-01,3
Kedah,Kota Setar,assault,murder,2021-01-01,3
Kedah,Kota Setar,assault,murder,2022-01-01,3
Kedah,Kota Setar,assault,rape,2016-01-01,37
Kedah,Kota Setar,assault,rape,2017-01-01,22
Kedah,Kota Setar,assault,rape,2018-01-01,20
Kedah,Kota Setar,assault,rape,2019-01-01,28
Kedah,Kota Setar,assault,rape,2020-01-01,21
Kedah,Kota Setar,assault,rape,2021-01-01,36
Kedah,Kota Setar,assault,rape,2022-01-01,37
Kedah,Kota Setar,assault,robbery_gang_armed,2016-01-01,0
Kedah,Kota Setar,assault,robbery_gang_armed,2017-01-01,0
Kedah,Kota Setar,assault,robbery_gang_armed,2018-01-01,0
Kedah,Kota Setar,assault,robbery_gang_armed,2019-01-01,0
Kedah,Kota Setar,assault,robbery_gang_armed,2020-01-01,0
Kedah,Kota Setar,assault,robbery_gang_armed,2021-01-01,0
Kedah,Kota Setar,assault,robbery_gang_armed,2022-01-01,0
Kedah,Kota Setar,assault,robbery_gang_unarmed,2016-01-01,149
Kedah,Kota Setar,assault,robbery_gang_unarmed,2017-01-01,42
Kedah,Kota Setar,assault,robbery_gang_unarmed,2018-01-01,83
Kedah,Kota Setar,assault,robbery_gang_unarmed,2019-01-01,45
Kedah,Kota Setar,assault,robbery_gang_unarmed,2020-01-01,26
Kedah,Kota Setar,assault,robbery_gang_unarmed,2021-01-01,38
Kedah,Kota Setar,assault,robbery_gang_unarmed,2022-01-01,50
Kedah,Kota Setar,assault,robbery_solo_armed,2016-01-01,0
Kedah,Kota Setar,assault,robbery_solo_armed,2017-01-01,0
Kedah,Kota Setar,assault,robbery_solo_armed,2018-01-01,0
Kedah,Kota Setar,assault,robbery_solo_armed,2019-01-01,1
Kedah,Kota Setar,assault,robbery_solo_armed,2020-01-01,0
Kedah,Kota Setar,assault,robbery_solo_armed,2021-01-01,0
Kedah,Kota Setar,assault,robbery_solo_armed,2022-01-01,1
Kedah,Kota Setar,assault,robbery_solo_unarmed,2016-01-01,61
Kedah,Kota Setar,assault,robbery_solo_unarmed,2017-01-01,30
Kedah,Kota Setar,assault,robbery_solo_unarmed,2018-01-01,28
Kedah,Kota Setar,assault,robbery_solo_unarmed,2019-01-01,35
Kedah,Kota Setar,assault,robbery_solo_unarmed,2020-01-01,18
Kedah,Kota Setar,assault,robbery_solo_unarmed,2021-01-01,32
Kedah,Kota Setar,assault,robbery_solo_unarmed,2022-01-01,46
Kedah,Kota Setar,property,all,2016-01-01,1649
Kedah,Kota Setar,property,all,2017-01-01,1387
Kedah,Kota Setar,property,all,2018-01-01,1211
Kedah,Kota Setar,property,all,2019-01-01,1107
Kedah,Kota Setar,property,all,2020-01-01,804
Kedah,Kota Setar,property,all,2021-01-01,750
Kedah,Kota Setar,property,all,2022-01-01,990
Kedah,Kota Setar,property,break_in,2016-01-01,388
Kedah,Kota Setar,property,break_in,2017-01-01,344
Kedah,Kota Setar,property,break_in,2018-01-01,300
Kedah,Kota Setar,property,break_in,2019-01-01,255
Kedah,Kota Setar,property,break_in,2020-01-01,191
Kedah,Kota Setar,property,break_in,2021-01-01,252
Kedah,Kota Setar,property,break_in,2022-01-01,269
Kedah,Kota Setar,property,theft_other,2016-01-01,327
Kedah,Kota Setar,property,theft_other,2017-01-01,177
Kedah,Kota Setar,property,theft_other,2018-01-01,171
Kedah,Kota Setar,property,theft_other,2019-01-01,189
Kedah,Kota Setar,property,theft_other,2020-01-01,159
Kedah,Kota Setar,property,theft_other,2021-01-01,184
Kedah,Kota Setar,property,theft_other,2022-01-01,388
Kedah,Kota Setar,property,theft_vehicle_lorry,2016-01-01,25
Kedah,Kota Setar,property,theft_vehicle_lorry,2017-01-01,15
Kedah,Kota Setar,property,theft_vehicle_lorry,2018-01-01,9
Kedah,Kota Setar,property,theft_vehicle_lorry,2019-01-01,21
Kedah,Kota Setar,property,theft_vehicle_lorry,2020-01-01,13
Kedah,Kota Setar,property,theft_vehicle_lorry,2021-01-01,6
Kedah,Kota Setar,property,theft_vehicle_lorry,2022-01-01,9
Kedah,Kota Setar,property,theft_vehicle_motorcar,2016-01-01,154
Kedah,Kota Setar,property,theft_vehicle_motorcar,2017-01-01,80
Kedah,Kota Setar,property,theft_vehicle_motorcar,2018-01-01,79
Kedah,Kota Setar,property,theft_vehicle_motorcar,2019-01-01,92
Kedah,Kota Setar,property,theft_vehicle_motorcar,2020-01-01,47
Kedah,Kota Setar,property,theft_vehicle_motorcar,2021-01-01,34
Kedah,Kota Setar,property,theft_vehicle_motorcar,2022-01-01,55
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2016-01-01,755
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2017-01-01,771
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2018-01-01,652
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2019-01-01,550
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2020-01-01,394
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2021-01-01,274
Kedah,Kota Setar,property,theft_vehicle_motorcycle,2022-01-01,269
Kedah,Kuala Muda,assault,all,2016-01-01,365
Kedah,Kuala Muda,assault,all,2017-01-01,372
Kedah,Kuala Muda,assault,all,2018-01-01,371
Kedah,Kuala Muda,assault,all,2019-01-01,324
Kedah,Kuala Muda,assault,all,2020-01-01,209
Kedah,Kuala Muda,assault,all,2021-01-01,198
Kedah,Kuala Muda,assault,all,2022-01-01,214
Kedah,Kuala Muda,assault,causing_injury,2016-01-01,108
Kedah,Kuala Muda,assault,causing_injury,2017-01-01,127
Kedah,Kuala Muda,assault,causing_injury,2018-01-01,127
Kedah,Kuala Muda,assault,causing_injury,2019-01-01,97
Kedah,Kuala Muda,assault,causing_injury,2020-01-01,64
Kedah,Kuala Muda,assault,causing_injury,2021-01-01,71
Kedah,Kuala Muda,assault,causing_injury,2022-01-01,46
Kedah,Kuala Muda,assault,murder,2016-01-01,6
Kedah,Kuala Muda,assault,murder,2017-01-01,7
Kedah,Kuala Muda,assault,murder,2018-01-01,5
Kedah,Kuala Muda,assault,murder,2019-01-01,3
Kedah,Kuala Muda,assault,murder,2020-01-01,4
Kedah,Kuala Muda,assault,murder,2021-01-01,5
Kedah,Kuala Muda,assault,murder,2022-01-01,7
Kedah,Kuala Muda,assault,rape,2016-01-01,29
Kedah,Kuala Muda,assault,rape,2017-01-01,32
Kedah,Kuala Muda,assault,rape,2018-01-01,32
Kedah,Kuala Muda,assault,rape,2019-01-01,29
Kedah,Kuala Muda,assault,rape,2020-01-01,26
Kedah,Kuala Muda,assault,rape,2021-01-01,31
Kedah,Kuala Muda,assault,rape,2022-01-01,28
Kedah,Kuala Muda,assault,robbery_gang_armed,2016-01-01,1
Kedah,Kuala Muda,assault,robbery_gang_armed,2017-01-01,1
Kedah,Kuala Muda,assault,robbery_gang_armed,2018-01-01,1
Kedah,Kuala Muda,assault,robbery_gang_armed,2019-01-01,1
Kedah,Kuala Muda,assault,robbery_gang_armed,2020-01-01,0
Kedah,Kuala Muda,assault,robbery_gang_armed,2021-01-01,0
Kedah,Kuala Muda,assault,robbery_gang_armed,2022-01-01,0
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2016-01-01,169
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2017-01-01,140
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2018-01-01,141
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2019-01-01,133
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2020-01-01,35
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2021-01-01,66
Kedah,Kuala Muda,assault,robbery_gang_unarmed,2022-01-01,60
Kedah,Kuala Muda,assault,robbery_solo_armed,2016-01-01,0
Kedah,Kuala Muda,assault,robbery_solo_armed,2017-01-01,0
Kedah,Kuala Muda,assault,robbery_solo_armed,2018-01-01,0
Kedah,Kuala Muda,assault,robbery_solo_armed,2019-01-01,1
Kedah,Kuala Muda,assault,robbery_solo_armed,2020-01-01,0
Kedah,Kuala Muda,assault,robbery_solo_armed,2021-01-01,0
Kedah,Kuala Muda,assault,robbery_solo_armed,2022-01-01,0
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2016-01-01,52
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2017-01-01,65
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2018-01-01,65
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2019-01-01,60
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2020-01-01,80
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2021-01-01,25
Kedah,Kuala Muda,assault,robbery_solo_unarmed,2022-01-01,73
Kedah,Kuala Muda,property,all,2016-01-01,1691
Kedah,Kuala Muda,property,all,2017-01-01,1705
Kedah,Kuala Muda,property,all,2018-01-01,1602
Kedah,Kuala Muda,property,all,2019-01-01,1485
Kedah,Kuala Muda,property,all,2020-01-01,1049
Kedah,Kuala Muda,property,all,2021-01-01,989
Kedah,Kuala Muda,property,all,2022-01-01,1060
Kedah,Kuala Muda,property,break_in,2016-01-01,294
Kedah,Kuala Muda,property,break_in,2017-01-01,375
Kedah,Kuala Muda,property,break_in,2018-01-01,360
Kedah,Kuala Muda,property,break_in,2019-01-01,424
Kedah,Kuala Muda,property,break_in,2020-01-01,375
Kedah,Kuala Muda,property,break_in,2021-01-01,367
Kedah,Kuala Muda,property,break_in,2022-01-01,361
Kedah,Kuala Muda,property,theft_other,2016-01-01,271
Kedah,Kuala Muda,property,theft_other,2017-01-01,272
Kedah,Kuala Muda,property,theft_other,2018-01-01,319
Kedah,Kuala Muda,property,theft_other,2019-01-01,253
Kedah,Kuala Muda,property,theft_other,2020-01-01,169
Kedah,Kuala Muda,property,theft_other,2021-01-01,150
Kedah,Kuala Muda,property,theft_other,2022-01-01,274
Kedah,Kuala Muda,property,theft_vehicle_lorry,2016-01-01,43
Kedah,Kuala Muda,property,theft_vehicle_lorry,2017-01-01,23
Kedah,Kuala Muda,property,theft_vehicle_lorry,2018-01-01,19
Kedah,Kuala Muda,property,theft_vehicle_lorry,2019-01-01,41
Kedah,Kuala Muda,property,theft_vehicle_lorry,2020-01-01,14
Kedah,Kuala Muda,property,theft_vehicle_lorry,2021-01-01,14
Kedah,Kuala Muda,property,theft_vehicle_lorry,2022-01-01,7
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2016-01-01,197
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2017-01-01,170
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2018-01-01,174
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2019-01-01,115
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2020-01-01,91
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2021-01-01,60
Kedah,Kuala Muda,property,theft_vehicle_motorcar,2022-01-01,70
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2016-01-01,886
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2017-01-01,865
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2018-01-01,730
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2019-01-01,652
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2020-01-01,400
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2021-01-01,398
Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2022-01-01,348
Kedah,Kubang Pasu,assault,all,2016-01-01,118
Kedah,Kubang Pasu,assault,all,2017-01-01,92
Kedah,Kubang Pasu,assault,all,2018-01-01,93
Kedah,Kubang Pasu,assault,all,2019-01-01,96
Kedah,Kubang Pasu,assault,all,2020-01-01,71
Kedah,Kubang Pasu,assault,all,2021-01-01,46
Kedah,Kubang Pasu,assault,all,2022-01-01,86
Kedah,Kubang Pasu,assault,causing_injury,2016-01-01,46
Kedah,Kubang Pasu,assault,causing_injury,2017-01-01,34
Kedah,Kubang Pasu,assault,causing_injury,2018-01-01,37
Kedah,Kubang Pasu,assault,causing_injury,2019-01-01,37
Kedah,Kubang Pasu,assault,causing_injury,2020-01-01,33
Kedah,Kubang Pasu,assault,causing_injury,2021-01-01,18
Kedah,Kubang Pasu,assault,causing_injury,2022-01-01,34
Kedah,Kubang Pasu,assault,murder,2016-01-01,1
Kedah,Kubang Pasu,assault,murder,2017-01-01,4
Kedah,Kubang Pasu,assault,murder,2018-01-01,0
Kedah,Kubang Pasu,assault,murder,2019-01-01,2
Kedah,Kubang Pasu,assault,murder,2020-01-01,2
Kedah,Kubang Pasu,assault,murder,2021-01-01,1
Kedah,Kubang Pasu,assault,murder,2022-01-01,3
Kedah,Kubang Pasu,assault,rape,2016-01-01,20
Kedah,Kubang Pasu,assault,rape,2017-01-01,6
Kedah,Kubang Pasu,assault,rape,2018-01-01,14
Kedah,Kubang Pasu,assault,rape,2019-01-01,14
Kedah,Kubang Pasu,assault,rape,2020-01-01,14
Kedah,Kubang Pasu,assault,rape,2021-01-01,14
Kedah,Kubang Pasu,assault,rape,2022-01-01,16
Kedah,Kubang Pasu,assault,robbery_gang_armed,2016-01-01,1
Kedah,Kubang Pasu,assault,robbery_gang_armed,2017-01-01,1
Kedah,Kubang Pasu,assault,robbery_gang_armed,2018-01-01,0
Kedah,Kubang Pasu,assault,robbery_gang_armed,2019-01-01,0
Kedah,Kubang Pasu,assault,robbery_gang_armed,2020-01-01,0
Kedah,Kubang Pasu,assault,robbery_gang_armed,2021-01-01,1
Kedah,Kubang Pasu,assault,robbery_gang_armed,2022-01-01,0
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2016-01-01,31
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2017-01-01,32
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2018-01-01,29
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2019-01-01,27
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2020-01-01,5
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2021-01-01,7
Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2022-01-01,18
Kedah,Kubang Pasu,assault,robbery_solo_armed,2016-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_armed,2017-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_armed,2018-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_armed,2019-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_armed,2020-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_armed,2021-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_armed,2022-01-01,0
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2016-01-01,19
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2017-01-01,15
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2018-01-01,13
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2019-01-01,16
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2020-01-01,17
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2021-01-01,5
Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2022-01-01,15
Kedah,Kubang Pasu,property,all,2016-01-01,674
Kedah,Kubang Pasu,property,all,2017-01-01,673
Kedah,Kubang Pasu,property,all,2018-01-01,501
Kedah,Kubang Pasu,property,all,2019-01-01,405
Kedah,Kubang Pasu,property,all,2020-01-01,347
Kedah,Kubang Pasu,property,all,2021-01-01,248
Kedah,Kubang Pasu,property,all,2022-01-01,332
Kedah,Kubang Pasu,property,break_in,2016-01-01,168
Kedah,Kubang Pasu,property,break_in,2017-01-01,237
Kedah,Kubang Pasu,property,break_in,2018-01-01,140
Kedah,Kubang Pasu,property,break_in,2019-01-01,95
Kedah,Kubang Pasu,property,break_in,2020-01-01,91
Kedah,Kubang Pasu,property,break_in,2021-01-01,72
Kedah,Kubang Pasu,property,break_in,2022-01-01,77
Kedah,Kubang Pasu,property,theft_other,2016-01-01,145
Kedah,Kubang Pasu,property,theft_other,2017-01-01,175
Kedah,Kubang Pasu,property,theft_other,2018-01-01,142
Kedah,Kubang Pasu,property,theft_other,2019-01-01,102
Kedah,Kubang Pasu,property,theft_other,2020-01-01,94
Kedah,Kubang Pasu,property,theft_other,2021-01-01,89
Kedah,Kubang Pasu,property,theft_other,2022-01-01,149
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2016-01-01,7
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2017-01-01,3
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2018-01-01,5
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2019-01-01,1
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2020-01-01,5
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2021-01-01,1
Kedah,Kubang Pasu,property,theft_vehicle_lorry,2022-01-01,4
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2016-01-01,36
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2017-01-01,18
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2018-01-01,22
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2019-01-01,20
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2020-01-01,22
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2021-01-01,12
Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2022-01-01,4
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2016-01-01,318
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2017-01-01,240
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2018-01-01,192
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2019-01-01,187
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2020-01-01,135
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2021-01-01,74
Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2022-01-01,98
Kedah,Kulim,assault,all,2016-01-01,149
Kedah,Kulim,assault,all,2017-01-01,171
Kedah,Kulim,assault,all,2018-01-01,131
Kedah,Kulim,assault,all,2019-01-01,128
Kedah,Kulim,assault,all,2020-01-01,116
Kedah,Kulim,assault,all,2021-01-01,144
Kedah,Kulim,assault,all,2022-01-01,187
Kedah,Kulim,assault,causing_injury,2016-01-01,46
Kedah,Kulim,assault,causing_injury,2017-01-01,62
Kedah,Kulim,assault,causing_injury,2018-01-01,48
Kedah,Kulim,assault,causing_injury,2019-01-01,45
Kedah,Kulim,assault,causing_injury,2020-01-01,53
Kedah,Kulim,assault,causing_injury,2021-01-01,51
Kedah,Kulim,assault,causing_injury,2022-01-01,67
Kedah,Kulim,assault,murder,2016-01-01,4
Kedah,Kulim,assault,murder,2017-01-01,3
Kedah,Kulim,assault,murder,2018-01-01,1
Kedah,Kulim,assault,murder,2019-01-01,5
Kedah,Kulim,assault,murder,2020-01-01,1
Kedah,Kulim,assault,murder,2021-01-01,1
Kedah,Kulim,assault,murder,2022-01-01,1
Kedah,Kulim,assault,rape,2016-01-01,24
Kedah,Kulim,assault,rape,2017-01-01,22
Kedah,Kulim,assault,rape,2018-01-01,17
Kedah,Kulim,assault,rape,2019-01-01,19
Kedah,Kulim,assault,rape,2020-01-01,16
Kedah,Kulim,assault,rape,2021-01-01,15
Kedah,Kulim,assault,rape,2022-01-01,20
Kedah,Kulim,assault,robbery_gang_armed,2016-01-01,0
Kedah,Kulim,assault,robbery_gang_armed,2017-01-01,0
Kedah,Kulim,assault,robbery_gang_armed,2018-01-01,0
Kedah,Kulim,assault,robbery_gang_armed,2019-01-01,0
Kedah,Kulim,assault,robbery_gang_armed,2020-01-01,0
Kedah,Kulim,assault,robbery_gang_armed,2021-01-01,0
Kedah,Kulim,assault,robbery_gang_armed,2022-01-01,0
Kedah,Kulim,assault,robbery_gang_unarmed,2016-01-01,52
Kedah,Kulim,assault,robbery_gang_unarmed,2017-01-01,65
Kedah,Kulim,assault,robbery_gang_unarmed,2018-01-01,49
Kedah,Kulim,assault,robbery_gang_unarmed,2019-01-01,33
Kedah,Kulim,assault,robbery_gang_unarmed,2020-01-01,12
Kedah,Kulim,assault,robbery_gang_unarmed,2021-01-01,51
Kedah,Kulim,assault,robbery_gang_unarmed,2022-01-01,67
Kedah,Kulim,assault,robbery_solo_armed,2016-01-01,0
Kedah,Kulim,assault,robbery_solo_armed,2017-01-01,0
Kedah,Kulim,assault,robbery_solo_armed,2018-01-01,0
Kedah,Kulim,assault,robbery_solo_armed,2019-01-01,0
Kedah,Kulim,assault,robbery_solo_armed,2020-01-01,0
Kedah,Kulim,assault,robbery_solo_armed,2021-01-01,0
Kedah,Kulim,assault,robbery_solo_armed,2022-01-01,0
Kedah,Kulim,assault,robbery_solo_unarmed,2016-01-01,23
Kedah,Kulim,assault,robbery_solo_unarmed,2017-01-01,19
Kedah,Kulim,assault,robbery_solo_unarmed,2018-01-01,16
Kedah,Kulim,assault,robbery_solo_unarmed,2019-01-01,26
Kedah,Kulim,assault,robbery_solo_unarmed,2020-01-01,34
Kedah,Kulim,assault,robbery_solo_unarmed,2021-01-01,26
Kedah,Kulim,assault,robbery_solo_unarmed,2022-01-01,32
Kedah,Kulim,property,all,2016-01-01,909
Kedah,Kulim,property,all,2017-01-01,847
Kedah,Kulim,property,all,2018-01-01,727
Kedah,Kulim,property,all,2019-01-01,598
Kedah,Kulim,property,all,2020-01-01,399
Kedah,Kulim,property,all,2021-01-01,398
Kedah,Kulim,property,all,2022-01-01,501
Kedah,Kulim,property,break_in,2016-01-01,216
Kedah,Kulim,property,break_in,2017-01-01,168
Kedah,Kulim,property,break_in,2018-01-01,133
Kedah,Kulim,property,break_in,2019-01-01,140
Kedah,Kulim,property,break_in,2020-01-01,104
Kedah,Kulim,property,break_in,2021-01-01,123
Kedah,Kulim,property,break_in,2022-01-01,171
Kedah,Kulim,property,theft_other,2016-01-01,127
Kedah,Kulim,property,theft_other,2017-01-01,161
Kedah,Kulim,property,theft_other,2018-01-01,120
Kedah,Kulim,property,theft_other,2019-01-01,93
Kedah,Kulim,property,theft_other,2020-01-01,80
Kedah,Kulim,property,theft_other,2021-01-01,139
Kedah,Kulim,property,theft_other,2022-01-01,226
Kedah,Kulim,property,theft_vehicle_lorry,2016-01-01,26
Kedah,Kulim,property,theft_vehicle_lorry,2017-01-01,32
Kedah,Kulim,property,theft_vehicle_lorry,2018-01-01,19
Kedah,Kulim,property,theft_vehicle_lorry,2019-01-01,8
Kedah,Kulim,property,theft_vehicle_lorry,2020-01-01,7
Kedah,Kulim,property,theft_vehicle_lorry,2021-01-01,3
Kedah,Kulim,property,theft_vehicle_lorry,2022-01-01,4
Kedah,Kulim,property,theft_vehicle_motorcar,2016-01-01,67
Kedah,Kulim,property,theft_vehicle_motorcar,2017-01-01,71
Kedah,Kulim,property,theft_vehicle_motorcar,2018-01-01,55
Kedah,Kulim,property,theft_vehicle_motorcar,2019-01-01,40
Kedah,Kulim,property,theft_vehicle_motorcar,2020-01-01,39
Kedah,Kulim,property,theft_vehicle_motorcar,2021-01-01,21
Kedah,Kulim,property,theft_vehicle_motorcar,2022-01-01,22
Kedah,Kulim,property,theft_vehicle_motorcycle,2016-01-01,473
Kedah,Kulim,property,theft_vehicle_motorcycle,2017-01-01,415
Kedah,Kulim,property,theft_vehicle_motorcycle,2018-01-01,400
Kedah,Kulim,property,theft_vehicle_motorcycle,2019-01-01,317
Kedah,Kulim,property,theft_vehicle_motorcycle,2020-01-01,169
Kedah,Kulim,property,theft_vehicle_motorcycle,2021-01-01,112
Kedah,Kulim,property,theft_vehicle_motorcycle,2022-01-01,78
Kedah,Langkawi,assault,all,2016-01-01,59
Kedah,Langkawi,assault,all,2017-01-01,42
Kedah,Langkawi,assault,all,2018-01-01,54
Kedah,Langkawi,assault,all,2019-01-01,72
Kedah,Langkawi,assault,all,2020-01-01,56
Kedah,Langkawi,assault,all,2021-01-01,46
Kedah,Langkawi,assault,all,2022-01-01,43
Kedah,Langkawi,assault,causing_injury,2016-01-01,31
Kedah,Langkawi,assault,causing_injury,2017-01-01,18
Kedah,Langkawi,assault,causing_injury,2018-01-01,16
Kedah,Langkawi,assault,causing_injury,2019-01-01,26
Kedah,Langkawi,assault,causing_injury,2020-01-01,27
Kedah,Langkawi,assault,causing_injury,2021-01-01,17
Kedah,Langkawi,assault,causing_injury,2022-01-01,16
Kedah,Langkawi,assault,murder,2016-01-01,1
Kedah,Langkawi,assault,murder,2017-01-01,3
Kedah,Langkawi,assault,murder,2018-01-01,2
Kedah,Langkawi,assault,murder,2019-01-01,1
Kedah,Langkawi,assault,murder,2020-01-01,2
Kedah,Langkawi,assault,murder,2021-01-01,0
Kedah,Langkawi,assault,murder,2022-01-01,0
Kedah,Langkawi,assault,rape,2016-01-01,16
Kedah,Langkawi,assault,rape,2017-01-01,6
Kedah,Langkawi,assault,rape,2018-01-01,13
Kedah,Langkawi,assault,rape,2019-01-01,28
Kedah,Langkawi,assault,rape,2020-01-01,16
Kedah,Langkawi,assault,rape,2021-01-01,21
Kedah,Langkawi,assault,rape,2022-01-01,21
Kedah,Langkawi,assault,robbery_gang_armed,2016-01-01,0
Kedah,Langkawi,assault,robbery_gang_armed,2017-01-01,0
Kedah,Langkawi,assault,robbery_gang_armed,2018-01-01,1
Kedah,Langkawi,assault,robbery_gang_armed,2019-01-01,0
Kedah,Langkawi,assault,robbery_gang_armed,2020-01-01,0
Kedah,Langkawi,assault,robbery_gang_armed,2021-01-01,0
Kedah,Langkawi,assault,robbery_gang_armed,2022-01-01,0
Kedah,Langkawi,assault,robbery_gang_unarmed,2016-01-01,5
Kedah,Langkawi,assault,robbery_gang_unarmed,2017-01-01,8
Kedah,Langkawi,assault,robbery_gang_unarmed,2018-01-01,9
Kedah,Langkawi,assault,robbery_gang_unarmed,2019-01-01,4
Kedah,Langkawi,assault,robbery_gang_unarmed,2020-01-01,9
Kedah,Langkawi,assault,robbery_gang_unarmed,2021-01-01,3
Kedah,Langkawi,assault,robbery_gang_unarmed,2022-01-01,2
Kedah,Langkawi,assault,robbery_solo_armed,2016-01-01,2
Kedah,Langkawi,assault,robbery_solo_armed,2017-01-01,0
Kedah,Langkawi,assault,robbery_solo_armed,2018-01-01,0
Kedah,Langkawi,assault,robbery_solo_armed,2019-01-01,0
Kedah,Langkawi,assault,robbery_solo_armed,2020-01-01,0
Kedah,Langkawi,assault,robbery_solo_armed,2021-01-01,0
Kedah,Langkawi,assault,robbery_solo_armed,2022-01-01,0
Kedah,Langkawi,assault,robbery_solo_unarmed,2016-01-01,4
Kedah,Langkawi,assault,robbery_solo_unarmed,2017-01-01,7
Kedah,Langkawi,assault,robbery_solo_unarmed,2018-01-01,13
Kedah,Langkawi,assault,robbery_solo_unarmed,2019-01-01,13
Kedah,Langkawi,assault,robbery_solo_unarmed,2020-01-01,2
Kedah,Langkawi,assault,robbery_solo_unarmed,2021-01-01,5
